call_id,audio_path,start_time,end_time,noise_type,sr,seg_start_sample,seg_end_sample,core_start_sample,core_end_sample,source_sr,source_len,n_channels,source_core_start,source_core_end,detected_f0,multi_elephant,f0_b,snr_before_db,snr_after_db,snr_improvement_db,f0_hz,harmonic_completeness,harmonics_present,harmonics_possible,valid,reverted
2000-24_generator_noise_4_c088,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,19.0808,24.18899555,generator_60hz,4000,70323,102755,76323,96755,48000,11071780,1,915878,1161071,29.296875,False,0.0,3.83,11.4,7.57,29.3,0.316,6,19,True,False
2000-24_generator_noise_4_c089,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,72.4093,79.27343778,generator_60hz,4000,283637,323093,289637,317093,48000,11071780,1,3475646,3805125,19.53125,False,0.0,-1.89,9.18,11.07,19.5,0.579,11,19,True,False
2000-24_generator_noise_4_c090,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,79.0019,84.57046058,generator_60hz,4000,310007,344281,316007,338281,48000,11071780,1,3792091,4059382,25.390625,True,13.671875,6.66,6.66,0.0,25.4,0.579,11,19,True,True
2000-24_generator_noise_4_c091,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,84.1156,86.77611852,generator_60hz,4000,330462,353104,336462,347104,48000,11071780,1,4037548,4165253,11.71875,False,0.0,4.29,4.29,0.0,11.7,1.0,19,19,True,True
2000-24_generator_noise_4_c092,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,86.7761,90.28798444,generator_60hz,4000,341104,367151,347104,361151,48000,11071780,1,4165252,4333823,25.390625,False,0.0,12.34,12.34,0.0,25.4,0.632,12,19,True,True
2000-24_generator_noise_4_c093,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,100.1851,105.7721889,generator_60hz,4000,394740,429088,400740,423088,48000,11071780,1,4808884,5077065,21.484375,False,0.0,9.27,12.44,3.16,21.5,0.474,9,19,True,False
2000-24_generator_noise_4_c094,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,138.7455,145.2903756,generator_60hz,4000,548982,587161,554982,581161,48000,11071780,1,6659784,6973938,23.4375,False,0.0,9.92,11.79,1.87,23.4,0.526,10,19,True,False
2000-24_generator_noise_4_c095,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,195.4937,202.6771,generator_60hz,4000,775974,816708,781974,810708,48000,11071780,1,9383697,9728500,27.34375,False,0.0,10.2,12.77,2.57,27.3,0.474,9,19,True,False
2000-24_generator_noise_4_c096,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_generator_noise_4.wav,220.3618,226.8002548,generator_60hz,4000,875447,913201,881447,907201,48000,11071780,1,10577366,10886412,19.53125,False,0.0,2.72,2.72,0.0,19.5,0.842,16,19,True,True
2000-24_vehicle_and_generator_noise_1_c097,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_and_generator_noise_1.wav,21.3066,29.23494518,generator_60hz,4000,79226,122939,85226,116939,48000,5166831,1,1022716,1403277,25.390625,False,0.0,13.29,13.29,0.0,25.4,0.632,12,19,True,True
2000-24_vehicle_and_generator_noise_1_c098,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_and_generator_noise_1.wav,89.4685,93.29964666,generator_60hz,4000,351874,379198,357874,373198,48000,5166831,1,4294488,4478383,23.4375,False,0.0,9.83,9.83,0.0,23.4,0.632,12,19,True,True
2000-24_vehicle_noise_1_c099,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,10.412,16.15872,car,4000,35648,70634,41648,64634,48000,14529710,1,499776,775618,17.578125,False,0.0,-1.22,5.11,6.33,17.6,0.579,11,19,True,False
2000-24_vehicle_noise_1_c100,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,19.7771,24.45961259,car,4000,73108,103838,79108,97838,48000,14529710,1,949300,1174061,23.4375,False,0.0,4.37,11.31,6.94,23.4,0.579,11,19,True,False
2000-24_vehicle_noise_1_c101,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,27.7586,32.49432296,car,4000,105034,135977,111034,129977,48000,14529710,1,1332412,1559727,25.390625,False,0.0,10.27,14.27,4.0,25.4,0.368,7,19,True,False
2000-24_vehicle_noise_1_c102,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,44.6959,49.27199185,car,4000,172783,203087,178783,197087,48000,14529710,1,2145403,2365055,19.53125,True,31.25,5.6,9.48,3.88,19.5,0.263,5,19,True,False
2000-24_vehicle_noise_1_c103,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,71.4607,75.71752963,car,4000,279842,308870,285842,302870,48000,14529710,1,3430113,3634441,11.71875,False,0.0,0.36,5.77,5.4,11.7,0.947,18,19,True,False
2000-24_vehicle_noise_1_c104,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,90.2942,94.44460889,car,4000,355176,383778,361176,377778,48000,14529710,1,4334121,4533341,17.578125,False,0.0,4.03,12.29,8.26,17.6,0.526,10,19,True,False
2000-24_vehicle_noise_1_c105,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,119.2612,122.7730844,car,4000,471044,497092,477044,491092,48000,14529710,1,5724537,5893108,21.484375,False,0.0,1.54,4.31,2.77,21.5,0.579,11,19,True,False
2000-24_vehicle_noise_1_c106,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,133.2023,137.7251815,car,4000,526809,556900,532809,550900,48000,14529710,1,6393710,6610808,19.53125,False,0.0,6.38,7.27,0.89,19.5,0.684,13,19,True,False
2000-24_vehicle_noise_1_c107,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,176.3744,180.7908607,car,4000,699497,729163,705497,723163,48000,14529710,1,8465971,8677961,25.390625,False,0.0,13.17,16.96,3.79,25.4,0.474,9,19,True,False
2000-24_vehicle_noise_1_c108,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,186.8601,192.5791622,car,4000,741440,776316,747440,770316,48000,14529710,1,8969284,9243799,25.390625,False,0.0,7.61,7.61,0.0,25.4,0.579,11,19,True,True
2000-24_vehicle_noise_1_c109,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,202.9069,205.6206289,car,4000,805627,828482,811627,822482,48000,14529710,1,9739531,9869790,29.296875,False,0.0,2.8,11.29,8.49,29.3,0.316,6,19,True,False
2000-24_vehicle_noise_1_c110,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,219.5196,222.6590119,car,4000,872078,896636,878078,890636,48000,14529710,1,10536940,10687632,31.25,False,0.0,4.76,15.0,10.24,31.2,0.421,8,19,True,False
2000-24_vehicle_noise_1_c111,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,264.9425,272.7685851,car,4000,1053770,1097074,1059770,1091074,48000,14529710,1,12717240,13092892,33.203125,False,0.0,2.71,11.72,9.0,33.2,0.368,7,19,True,False
2000-24_vehicle_noise_1_c112,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_1.wav,287.9692,295.6447835,car,4000,1145876,1188579,1151876,1182579,48000,14529710,1,13822521,14190949,11.71875,False,0.0,-1.25,1.35,2.61,11.7,0.789,15,19,True,False
2000-24_vehicle_noise_2_c113,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-24_vehicle_noise_2.wav,38.1506,43.15237481,car,4000,146602,178609,152602,172609,48000,2436298,1,1831228,2071313,19.53125,False,0.0,10.99,12.22,1.22,19.5,0.474,9,19,True,False
2000-27_airplane_01_c114,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-27_airplane_01.wav,133.3136,139.5924237,airplane,4000,527254,564369,533254,558369,48000,14791529,1,6399052,6700436,23.4375,False,0.0,9.6,13.72,4.12,23.4,0.368,7,19,True,False
2000-27_airplane_01_c115,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-27_airplane_01.wav,221.1145,228.4575311,airplane,4000,878458,919830,884458,913830,48000,14791529,1,10613496,10965961,21.484375,False,0.0,2.64,9.02,6.38,21.5,0.421,8,19,True,False
2000-3_airplane_02_c116,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-3_airplane_02.wav,43.912,48.11561926,airplane,4000,169648,198462,175648,192462,48000,3169335,1,2107776,2309549,17.578125,False,0.0,8.39,14.56,6.17,17.6,0.947,18,19,True,False
2000-3_airplane_02_c117,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-3_airplane_02.wav,55.6715,59.18338444,airplane,4000,216686,242733,222686,236733,48000,3169335,1,2672232,2840802,29.296875,True,17.578125,6.3,11.39,5.08,29.3,0.211,4,19,True,False
2000-3_airplane_03_c118,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2000-3_airplane_03.wav,71.0204,77.08638222,airplane,4000,278081,314345,284081,308345,48000,9457534,1,3408979,3700146,27.34375,True,15.625,5.84,8.96,3.12,27.3,0.211,4,19,True,False
2002-2_airplane_01_c119,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2002-2_airplane_01.wav,112.2981,116.1292467,airplane,4000,443192,470516,449192,464516,48000,9977198,1,5390308,5574203,21.484375,False,0.0,8.25,15.2,6.95,21.5,0.895,17,19,True,False
2002-2_airplane_01_c120,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2002-2_airplane_01.wav,119.0026,123.8979541,airplane,4000,470010,501591,476010,495591,48000,9977198,1,5712124,5947101,19.53125,False,0.0,3.13,5.19,2.06,19.5,0.632,12,19,True,False
2002-2_airplane_01_c121,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2002-2_airplane_01.wav,168.9963,173.5934616,airplane,4000,669985,700373,675985,694373,48000,9977198,1,8111822,8332486,19.53125,False,0.0,2.33,9.42,7.09,19.5,0.526,10,19,True,False
2002-2_airplane_01_c122,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2002-2_airplane_01.wav,199.028,202.6463052,airplane,4000,790112,816585,796112,810585,48000,9977198,1,9553344,9727022,27.34375,False,0.0,6.99,6.99,0.0,27.3,0.368,7,19,True,True
2003-7_airplane_01_c123,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,28.4817,32.04679481,airplane,4000,107926,134187,113926,128187,48000,5251420,1,1367121,1538246,15.625,False,0.0,4.48,9.77,5.29,15.6,0.474,9,19,True,False
2003-7_airplane_01_c124,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,31.5147,36.62289555,airplane,4000,120058,152491,126058,146491,48000,5251420,1,1512705,1757898,15.625,False,0.0,7.53,11.16,3.64,15.6,0.684,13,19,True,False
2003-7_airplane_01_c125,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,40.9329,46.99888222,airplane,4000,157731,193995,163731,187995,48000,5251420,1,1964779,2255946,23.4375,False,0.0,7.99,17.73,9.73,23.4,0.368,7,19,True,False
2003-7_airplane_01_c126,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,52.9584,60.30143111,airplane,4000,205833,247205,211833,241205,48000,5251420,1,2542003,2894468,23.4375,True,13.671875,10.91,10.91,0.0,23.4,0.684,13,19,True,True
2003-7_airplane_01_c127,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,66.261,70.09214667,airplane,4000,259043,286368,265044,280368,48000,5251420,1,3180528,3364423,25.390625,True,13.671875,3.84,12.65,8.81,25.4,0.053,1,19,False,False
2003-7_airplane_01_c128,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\2003-7_airplane_01.wav,76.3681,81.84876815,airplane,4000,299472,333395,305472,327395,48000,5251420,1,3665668,3928740,25.390625,True,13.671875,-1.07,16.2,17.28,25.4,0.053,1,19,False,False
99-22A_airplane_01_c129,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,1.6605,4.853122222,airplane,4000,642,25412,6642,19412,48000,13839957,1,79704,232949,19.53125,False,0.0,10.5,10.5,0.0,19.5,0.158,3,19,False,True
99-22A_airplane_01_c130,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,84.9082,87.35587704,airplane,4000,333632,355423,339632,349423,48000,13839957,1,4075593,4193082,31.25,True,15.625,15.58,15.73,0.15,31.2,0.211,4,19,True,False
99-22A_airplane_01_c131,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,115.0893,116.3663489,airplane,4000,454357,471465,460357,465465,48000,13839957,1,5524286,5585584,29.296875,True,13.671875,-1.09,12.81,13.91,29.3,0.053,1,19,False,False
99-22A_airplane_01_c132,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,116.6172,119.1712978,airplane,4000,460468,482685,466468,476685,48000,13839957,1,5597625,5720222,15.625,False,0.0,10.43,10.43,0.0,15.6,0.842,16,19,True,True
99-22A_airplane_01_c133,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,123.8158,125.5185319,airplane,4000,489263,508074,495263,502074,48000,13839957,1,5943158,6024889,15.625,False,0.0,12.14,12.14,0.0,15.6,0.684,13,19,True,True
99-22A_airplane_01_c134,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,142.2798,143.8761111,airplane,4000,563119,581504,569119,575504,48000,13839957,1,6829430,6906053,23.4375,True,13.671875,1.39,17.75,16.36,23.4,0.263,5,19,True,False
99-22A_airplane_01_c135,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,144.1421,145.7916215,airplane,4000,570568,589166,576568,583166,48000,13839957,1,6918820,6997997,23.4375,True,13.671875,3.92,18.41,14.49,23.4,0.211,4,19,True,False
99-22A_airplane_01_c136,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,150.1017,151.112697,airplane,4000,594406,610450,600406,604450,48000,13839957,1,7204881,7253409,13.671875,False,0.0,-3.32,6.97,10.29,13.7,0.632,12,19,True,False
99-22A_airplane_01_c137,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-22A_airplane_01.wav,199.0569,201.8238393,airplane,4000,790227,813295,796227,807295,48000,13839957,1,9554731,9687544,29.296875,True,15.625,12.27,14.08,1.8,29.3,0.105,2,19,False,False
99-24_airplane_01_c138,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-24_airplane_01.wav,16.5366,18.87785629,airplane,4000,60146,81511,66146,75511,48000,3311044,1,793756,906137,19.53125,False,0.0,-1.92,1.82,3.74,19.5,0.684,13,19,True,False
99-24_airplane_01_c139,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-24_airplane_01.wav,22.3897,24.67774593,airplane,4000,83558,104710,89558,98710,48000,3311044,1,1074705,1184531,11.71875,False,0.0,6.47,6.47,0.0,11.7,0.789,15,19,True,True
99-24_airplane_01_c140,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-24_airplane_01.wav,46.2882,49.95971556,airplane,4000,179152,205838,185152,199838,48000,3311044,1,2221833,2398066,33.203125,False,0.0,11.2,12.07,0.87,33.2,0.526,10,19,True,False
99-24_airplane_01_c141,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-24_airplane_01.wav,52.301,54.16336296,airplane,4000,203204,222653,209204,216653,48000,3311044,1,2510448,2599841,23.4375,True,15.625,9.11,11.74,2.62,23.4,0.316,6,19,True,False
99-37_airplane_02_c142,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-37_airplane_02.wav,2.1123,5.943446666,airplane,4000,2449,29773,8449,23773,48000,1974193,1,101390,285285,23.4375,False,0.0,2.54,11.55,9.0,23.4,0.316,6,19,True,False
99-37_airplane_02_c143,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-37_airplane_02.wav,11.903,17.64972,airplane,4000,41612,76598,47612,70598,48000,1974193,1,571344,847186,31.25,False,0.0,10.36,16.02,5.66,31.2,0.421,8,19,True,False
99-37_airplane_and_vehicle_01_c144,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-37_airplane_and_vehicle_01.wav,44.1088,47.35463259,airplane,4000,170435,195418,176435,189418,48000,11012824,1,2117222,2273022,21.484375,False,0.0,4.55,7.21,2.66,21.5,0.526,10,19,True,False
99-37_airplane_and_vehicle_01_c145,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-37_airplane_and_vehicle_01.wav,71.0333,73.64060815,airplane,4000,278133,300562,284133,294562,48000,11012824,1,3409598,3534749,23.4375,False,0.0,10.66,19.02,8.36,23.4,0.526,10,19,True,False
99-37_airplane_and_vehicle_01_c146,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-37_airplane_and_vehicle_01.wav,95.5281,99.09319481,airplane,4000,376112,402372,382112,396372,48000,11012824,1,4585348,4756473,25.390625,True,15.625,9.47,9.47,0.0,25.4,0.632,12,19,True,True
99-45_airplane_01_c147,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,51.3391,55.17024667,airplane,4000,199356,226680,205356,220680,48000,11491846,1,2464276,2648171,33.203125,False,0.0,1.87,6.7,4.83,33.2,0.421,8,19,True,False
99-45_airplane_01_c148,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,69.7746,72.22227704,airplane,4000,273098,294889,279098,288889,48000,11491846,1,3349180,3466669,13.671875,False,0.0,-3.85,1.81,5.66,13.7,0.947,18,19,True,False
99-45_airplane_01_c149,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,97.2073,105.0292244,airplane,4000,382829,426116,388829,420116,48000,11491846,1,4665950,5041402,33.203125,True,15.625,0.3,7.92,7.62,33.2,0.105,2,19,False,False
99-45_airplane_01_c150,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,105.4016,109.285957,airplane,4000,415606,443143,421606,437143,48000,11491846,1,5059276,5245725,33.203125,True,17.578125,1.89,5.28,3.39,33.2,0.105,2,19,False,False
99-45_airplane_01_c151,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,179.5454,184.866437,airplane,4000,712181,745465,718181,739465,48000,11491846,1,8618179,8873588,31.25,True,15.625,2.37,3.78,1.41,31.2,0.105,2,19,False,False
99-45_airplane_01_c152,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,199.3396,201.3615941,airplane,4000,791358,811446,797358,805446,48000,11491846,1,9568300,9665356,29.296875,True,13.671875,7.77,8.76,0.98,29.3,0.053,1,19,False,False
99-45_airplane_01_c153,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_01.wav,215.6173,223.1423819,airplane,4000,856469,898569,862469,892569,48000,11491846,1,10349630,10710834,33.203125,True,15.625,1.93,4.8,2.87,33.2,0.0,0,19,False,False
99-45_airplane_03_c154,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,55.104,58.77551555,airplane,4000,214416,241102,220416,235102,48000,12579713,1,2644992,2821224,11.71875,False,0.0,13.04,13.04,0.0,11.7,1.0,19,19,True,True
99-45_airplane_03_c155,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,73.6744,76.06886667,airplane,4000,288697,310275,294697,304275,48000,12579713,1,3536371,3651305,29.296875,True,13.671875,13.06,13.06,0.0,29.3,0.526,10,19,True,True
99-45_airplane_03_c156,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,101.3027,108.8053622,airplane,4000,399210,441221,405210,435221,48000,12579713,1,4862529,5222657,33.203125,True,15.625,0.4,7.81,7.41,33.2,0.105,2,19,False,False
99-45_airplane_03_c157,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,108.965,113.0089881,airplane,4000,429860,458035,435860,452035,48000,12579713,1,5230320,5424431,17.578125,False,0.0,-4.48,-0.7,3.78,17.6,0.526,10,19,True,False
99-45_airplane_03_c158,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,183.703,188.3323022,airplane,4000,728812,759329,734812,753329,48000,12579713,1,8817744,9039950,31.25,True,15.625,2.26,13.26,11.0,31.2,0.105,2,19,False,False
99-45_airplane_03_c159,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,203.0716,205.2000148,airplane,4000,806286,826800,812286,820800,48000,12579713,1,9747436,9849600,29.296875,True,13.671875,7.52,10.09,2.57,29.3,0.053,1,19,False,False
99-45_airplane_03_c160,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_airplane_03.wav,219.893,224.9975137,airplane,4000,873572,905990,879572,899990,48000,12579713,1,10554864,10799880,33.203125,True,15.625,2.32,7.34,5.02,33.2,0.0,0,19,False,False
99-45_vehicle_01_c161,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,10.3543,13.49371185,car,4000,35417,59974,41417,53974,48000,18189287,1,497006,647698,11.71875,False,0.0,2.5,5.22,2.72,11.7,0.579,11,19,True,False
99-45_vehicle_01_c162,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,106.0364,108.2712356,car,4000,418145,439084,424145,433084,48000,18189287,1,5089747,5197019,23.4375,False,0.0,4.46,10.69,6.23,23.4,0.579,11,19,True,False
99-45_vehicle_01_c163,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,107.4731,109.8675667,car,4000,423892,445470,429892,439470,48000,18189287,1,5158708,5273643,23.4375,False,0.0,4.34,11.2,6.86,23.4,0.474,9,19,True,False
99-45_vehicle_01_c164,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,132.5431,135.7889326,car,4000,524172,549155,530172,543155,48000,18189287,1,6362068,6517868,25.390625,False,0.0,5.6,17.21,11.62,25.4,0.474,9,19,True,False
99-45_vehicle_01_c165,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,135.0972,136.7467215,car,4000,534388,552986,540388,546986,48000,18189287,1,6484665,6563842,25.390625,False,0.0,5.51,17.26,11.75,25.4,0.474,9,19,True,False
99-45_vehicle_01_c166,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,173.4055,176.1724393,car,4000,687622,710689,693622,704689,48000,18189287,1,8323463,8456277,23.4375,True,31.25,2.1,6.21,4.12,23.4,0.263,5,19,True,False
99-45_vehicle_01_c167,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,201.2785,205.2160674,car,4000,799114,826864,805114,820864,48000,18189287,1,9661368,9850371,29.296875,True,15.625,7.03,16.63,9.6,29.3,0.579,11,19,True,False
99-45_vehicle_01_c168,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,213.304,215.4324148,car,4000,847216,867729,853216,861729,48000,18189287,1,10238592,10340755,31.25,False,0.0,2.14,6.19,4.05,31.2,0.158,3,19,False,False
99-45_vehicle_01_c169,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,215.8581,218.5186185,car,4000,857432,880074,863432,874074,48000,18189287,1,10361188,10488893,19.53125,False,0.0,4.95,10.29,5.34,19.5,0.368,7,19,True,False
99-45_vehicle_01_c170,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,219.2104,222.3498119,car,4000,870841,895399,876841,889399,48000,18189287,1,10522099,10672790,15.625,False,0.0,3.87,8.92,5.05,15.6,0.579,11,19,True,False
99-45_vehicle_01_c171,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,227.3516,231.0231156,car,4000,903406,930092,909406,924092,48000,18189287,1,10912876,11089109,23.4375,False,0.0,3.76,10.02,6.26,23.4,0.526,10,19,True,False
99-45_vehicle_01_c172,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,236.2377,238.5257459,car,4000,938950,960102,944950,954102,48000,18189287,1,11339409,11449235,31.25,True,13.671875,3.62,6.62,3.0,31.2,0.158,3,19,False,False
99-45_vehicle_01_c173,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,239.0046,240.866963,car,4000,950018,969467,956018,963467,48000,18189287,1,11472220,11561614,25.390625,True,13.671875,2.25,6.42,4.17,25.4,0.421,8,19,True,False
99-45_vehicle_01_c174,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,241.0798,243.2082148,car,4000,958319,978832,964319,972832,48000,18189287,1,11571830,11673994,23.4375,False,0.0,1.91,4.75,2.84,23.4,0.684,13,19,True,False
99-45_vehicle_01_c175,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,243.2082,246.507243,car,4000,966832,992028,972832,986028,48000,18189287,1,11673993,11832347,11.71875,True,17.578125,1.34,7.67,6.33,11.7,0.421,8,19,True,False
99-45_vehicle_01_c176,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,249.3806,250.2851763,car,4000,991522,1007140,997522,1001140,48000,18189287,1,11970268,12013688,21.484375,True,13.671875,0.95,6.51,5.57,21.5,0.474,9,19,True,False
99-45_vehicle_01_c177,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,250.7641,254.3291948,car,4000,997056,1023316,1003056,1017316,48000,18189287,1,12036676,12207801,21.484375,False,0.0,2.48,11.0,8.52,21.5,0.684,13,19,True,False
99-45_vehicle_01_c178,C:\Users\tusha\Documents\hackathons\smu\HACKSMU_26\recordings\99-45_vehicle_01.wav,256.974,258.7831526,car,4000,1021896,1041132,1027896,1035132,48000,18189287,1,12334752,12421591,21.484375,True,29.296875,1.81,10.22,8.41,21.5,0.632,12,19,True,False
