call_id,audio_path,start_time,end_time,noise_type,sr,seg_start_sample,seg_end_sample,core_start_sample,core_end_sample,source_sr,source_len,n_channels,source_core_start,source_core_end,detected_f0,multi_elephant,f0_b,snr_before_db,snr_after_db,snr_improvement_db,f0_hz,harmonic_completeness,harmonics_present,harmonics_possible,valid,reverted,cluster,umap_x,umap_y
2002-2_airplane_01_c121,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2002-2_airplane_01.wav,168.9963,173.5934616,airplane,4000,669985,700373,675985,694373,48000,9977198,1,8111822,8332486,19.53125,False,0.0,2.33,9.42,7.09,19.5,0.526,10,19,True,False,6.0,13.221,7.229
2002-2_airplane_01_c122,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2002-2_airplane_01.wav,199.028,202.6463052,airplane,4000,790112,816585,796112,810585,48000,9977198,1,9553344,9727022,27.34375,False,0.0,6.99,6.99,0.0,27.3,0.368,7,19,True,True,5.0,14.461,5.922
2003-7_airplane_01_c123,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,28.4817,32.04679481,airplane,4000,107926,134187,113926,128187,48000,5251420,1,1367121,1538246,15.625,False,0.0,4.48,9.77,5.29,15.6,0.474,9,19,True,False,6.0,13.008,6.467
2003-7_airplane_01_c124,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,31.5147,36.62289555,airplane,4000,120058,152491,126058,146491,48000,5251420,1,1512705,1757898,15.625,False,0.0,7.53,11.16,3.64,15.6,0.684,13,19,True,False,6.0,12.072,6.921
2003-7_airplane_01_c125,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,40.9329,46.99888222,airplane,4000,157731,193995,163731,187995,48000,5251420,1,1964779,2255946,23.4375,False,0.0,7.99,17.73,9.73,23.4,0.368,7,19,True,False,4.0,15.588,7.587
2003-7_airplane_01_c126,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,52.9584,60.30143111,airplane,4000,205833,247205,211833,241205,48000,5251420,1,2542003,2894468,23.4375,True,13.671875,10.91,10.91,0.0,23.4,0.684,13,19,True,True,1.0,-3.46,14.025
2003-7_airplane_01_c127,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,66.261,70.09214667,airplane,4000,259043,286368,265044,280368,48000,5251420,1,3180528,3364423,25.390625,True,13.671875,3.84,12.65,8.81,25.4,0.053,1,19,False,False,,,
2003-7_airplane_01_c128,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\2003-7_airplane_01.wav,76.3681,81.84876815,airplane,4000,299472,333395,305472,327395,48000,5251420,1,3665668,3928740,25.390625,True,13.671875,-1.07,16.21,17.28,25.4,0.053,1,19,False,False,,,
99-22A_airplane_01_c129,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,1.6605,4.853122222,airplane,4000,642,25412,6642,19412,48000,13839957,1,79704,232949,19.53125,False,0.0,10.5,10.5,0.0,19.5,0.158,3,19,False,True,,,
99-22A_airplane_01_c130,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,84.9082,87.35587704,airplane,4000,333632,355423,339632,349423,48000,13839957,1,4075593,4193082,31.25,True,15.625,15.58,15.73,0.15,31.2,0.211,4,19,True,False,3.0,-1.686,15.272
99-22A_airplane_01_c131,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,115.0893,116.3663489,airplane,4000,454357,471465,460357,465465,48000,13839957,1,5524286,5585584,29.296875,True,13.671875,-1.09,12.81,13.91,29.3,0.053,1,19,False,False,,,
99-22A_airplane_01_c132,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,116.6172,119.1712978,airplane,4000,460468,482685,466468,476685,48000,13839957,1,5597625,5720222,15.625,False,0.0,10.43,10.43,0.0,15.6,0.842,16,19,True,True,0.0,10.968,4.776
99-22A_airplane_01_c133,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,123.8158,125.5185319,airplane,4000,489263,508074,495263,502074,48000,13839957,1,5943158,6024889,15.625,False,0.0,12.14,12.14,0.0,15.6,0.684,13,19,True,True,6.0,11.046,5.201
99-22A_airplane_01_c134,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,142.2798,143.8761111,airplane,4000,563119,581504,569119,575504,48000,13839957,1,6829430,6906053,23.4375,True,13.671875,1.39,17.75,16.36,23.4,0.263,5,19,True,False,3.0,-1.108,15.658
99-22A_airplane_01_c135,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,144.1421,145.7916215,airplane,4000,570568,589166,576568,583166,48000,13839957,1,6918820,6997997,23.4375,True,13.671875,3.92,18.41,14.49,23.4,0.211,4,19,True,False,3.0,-1.071,15.709
99-22A_airplane_01_c136,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,150.1017,151.112697,airplane,4000,594406,610450,600406,604450,48000,13839957,1,7204881,7253409,13.671875,False,0.0,-3.32,6.97,10.29,13.7,0.632,12,19,True,False,6.0,12.228,6.768
99-22A_airplane_01_c137,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-22A_airplane_01.wav,199.0569,201.8238393,airplane,4000,790227,813295,796227,807295,48000,13839957,1,9554731,9687544,29.296875,True,15.625,12.27,14.08,1.8,29.3,0.105,2,19,False,False,,,
99-24_airplane_01_c138,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-24_airplane_01.wav,16.5366,18.87785629,airplane,4000,60146,81511,66146,75511,48000,3311044,1,793756,906137,19.53125,False,0.0,-1.92,1.82,3.74,19.5,0.684,13,19,True,False,6.0,12.236,4.823
99-24_airplane_01_c139,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-24_airplane_01.wav,22.3897,24.67774593,airplane,4000,83558,104710,89558,98710,48000,3311044,1,1074705,1184531,11.71875,False,0.0,6.47,6.47,0.0,11.7,0.789,15,19,True,True,0.0,10.79,4.789
99-24_airplane_01_c140,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-24_airplane_01.wav,46.2882,49.95971556,airplane,4000,179152,205838,185152,199838,48000,3311044,1,2221833,2398066,33.203125,False,0.0,11.2,12.07,0.87,33.2,0.526,10,19,True,False,5.0,15.078,5.478
99-24_airplane_01_c141,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-24_airplane_01.wav,52.301,54.16336296,airplane,4000,203204,222653,209204,216653,48000,3311044,1,2510448,2599841,23.4375,True,15.625,9.11,11.74,2.62,23.4,0.316,6,19,True,False,3.0,-2.474,15.682
99-37_airplane_02_c142,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-37_airplane_02.wav,2.1123,5.943446666,airplane,4000,2449,29773,8449,23773,48000,1974193,1,101390,285285,23.4375,False,0.0,2.54,11.55,9.0,23.4,0.316,6,19,True,False,4.0,14.713,8.254
99-37_airplane_02_c143,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-37_airplane_02.wav,11.903,17.64972,airplane,4000,41612,76598,47612,70598,48000,1974193,1,571344,847186,31.25,False,0.0,10.36,16.02,5.66,31.2,0.421,8,19,True,False,4.0,15.286,7.621
99-37_airplane_and_vehicle_01_c144,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-37_airplane_and_vehicle_01.wav,44.1088,47.35463259,airplane,4000,170435,195418,176435,189418,48000,11012824,1,2117222,2273022,21.484375,False,0.0,4.55,7.21,2.66,21.5,0.526,10,19,True,False,5.0,13.376,5.613
99-37_airplane_and_vehicle_01_c145,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-37_airplane_and_vehicle_01.wav,71.0333,73.64060815,airplane,4000,278133,300562,284133,294562,48000,11012824,1,3409598,3534749,23.4375,False,0.0,10.66,19.02,8.36,23.4,0.526,10,19,True,False,4.0,15.586,8.931
99-37_airplane_and_vehicle_01_c146,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-37_airplane_and_vehicle_01.wav,95.5281,99.09319481,airplane,4000,376112,402372,382112,396372,48000,11012824,1,4585348,4756473,25.390625,True,15.625,9.47,9.47,0.0,25.4,0.632,12,19,True,True,1.0,-3.282,14.402
99-45_airplane_01_c147,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,51.3391,55.17024667,airplane,4000,199356,226680,205356,220680,48000,11491846,1,2464276,2648171,33.203125,False,0.0,1.87,6.7,4.83,33.2,0.421,8,19,True,False,5.0,14.526,6.697
99-45_airplane_01_c148,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,69.7746,72.22227704,airplane,4000,273098,294889,279098,288889,48000,11491846,1,3349180,3466669,13.671875,False,0.0,-3.85,1.81,5.66,13.7,0.947,18,19,True,False,0.0,10.843,3.998
99-45_airplane_01_c149,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,97.2073,105.0292244,airplane,4000,382829,426116,388829,420116,48000,11491846,1,4665950,5041402,33.203125,True,15.625,0.3,7.92,7.62,33.2,0.105,2,19,False,False,,,
99-45_airplane_01_c150,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,105.4016,109.285957,airplane,4000,415606,443143,421606,437143,48000,11491846,1,5059276,5245725,33.203125,True,17.578125,1.89,5.29,3.4,33.2,0.105,2,19,False,False,,,
99-45_airplane_01_c151,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,179.5454,184.866437,airplane,4000,712181,745465,718181,739465,48000,11491846,1,8618179,8873588,31.25,True,15.625,2.37,3.78,1.4,31.2,0.105,2,19,False,False,,,
99-45_airplane_01_c152,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,199.3396,201.3615941,airplane,4000,791358,811446,797358,805446,48000,11491846,1,9568300,9665356,29.296875,True,13.671875,7.77,8.76,0.98,29.3,0.053,1,19,False,False,,,
99-45_airplane_01_c153,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_01.wav,215.6173,223.1423819,airplane,4000,856469,898569,862469,892569,48000,11491846,1,10349630,10710834,33.203125,True,15.625,1.93,4.8,2.87,33.2,0.0,0,19,False,False,,,
99-45_airplane_03_c154,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,55.104,58.77551555,airplane,4000,214416,241102,220416,235102,48000,12579713,1,2644992,2821224,11.71875,False,0.0,13.04,13.04,0.0,11.7,1.0,19,19,True,True,0.0,11.074,4.424
99-45_airplane_03_c155,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,73.6744,76.06886667,airplane,4000,288697,310275,294697,304275,48000,12579713,1,3536371,3651305,29.296875,True,13.671875,13.06,13.06,0.0,29.3,0.526,10,19,True,True,1.0,-2.911,14.414
99-45_airplane_03_c156,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,101.3027,108.8053622,airplane,4000,399210,441221,405210,435221,48000,12579713,1,4862529,5222657,33.203125,True,15.625,0.4,7.81,7.41,33.2,0.105,2,19,False,False,,,
99-45_airplane_03_c157,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,108.965,113.0089881,airplane,4000,429860,458035,435860,452035,48000,12579713,1,5230320,5424431,17.578125,False,0.0,-4.48,-0.7,3.78,17.6,0.526,10,19,True,False,5.0,12.665,4.935
99-45_airplane_03_c158,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,183.703,188.3323022,airplane,4000,728812,759329,734812,753329,48000,12579713,1,8817744,9039950,31.25,True,15.625,2.26,13.26,11.0,31.2,0.105,2,19,False,False,,,
99-45_airplane_03_c159,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,203.0716,205.2000148,airplane,4000,806286,826800,812286,820800,48000,12579713,1,9747436,9849600,29.296875,True,13.671875,7.52,10.09,2.57,29.3,0.053,1,19,False,False,,,
99-45_airplane_03_c160,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_airplane_03.wav,219.893,224.9975137,airplane,4000,873572,905990,879572,899990,48000,12579713,1,10554864,10799880,33.203125,True,15.625,2.32,7.34,5.02,33.2,0.0,0,19,False,False,,,
99-45_vehicle_01_c161,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,10.3543,13.49371185,car,4000,35417,59974,41417,53974,48000,18189287,1,497006,647698,11.71875,False,0.0,2.5,5.22,2.72,11.7,0.579,11,19,True,False,6.0,12.693,5.986
99-45_vehicle_01_c162,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,106.0364,108.2712356,car,4000,418145,439084,424145,433084,48000,18189287,1,5089747,5197019,23.4375,False,0.0,4.46,10.69,6.23,23.4,0.579,11,19,True,False,6.0,12.562,7.093
99-45_vehicle_01_c163,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,107.4731,109.8675667,car,4000,423892,445470,429892,439470,48000,18189287,1,5158708,5273643,23.4375,False,0.0,4.34,11.2,6.86,23.4,0.474,9,19,True,False,6.0,13.505,6.853
99-45_vehicle_01_c164,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,132.5431,135.7889326,car,4000,524172,549155,530172,543155,48000,18189287,1,6362068,6517868,25.390625,False,0.0,5.6,17.21,11.62,25.4,0.474,9,19,True,False,4.0,15.385,9.155
99-45_vehicle_01_c165,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,135.0972,136.7467215,car,4000,534388,552986,540388,546986,48000,18189287,1,6484665,6563842,25.390625,False,0.0,5.51,17.26,11.75,25.4,0.474,9,19,True,False,4.0,15.475,9.054
99-45_vehicle_01_c166,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,173.4055,176.1724393,car,4000,687622,710689,693622,704689,48000,18189287,1,8323463,8456277,23.4375,True,31.25,2.1,6.21,4.12,23.4,0.263,5,19,True,False,3.0,-2.934,15.875
99-45_vehicle_01_c167,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,201.2785,205.2160674,car,4000,799114,826864,805114,820864,48000,18189287,1,9661368,9850371,29.296875,True,15.625,7.03,16.63,9.6,29.3,0.579,11,19,True,False,3.0,-1.194,15.57
99-45_vehicle_01_c168,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,213.304,215.4324148,car,4000,847216,867729,853216,861729,48000,18189287,1,10238592,10340755,31.25,False,0.0,2.14,6.19,4.05,31.2,0.158,3,19,False,False,,,
99-45_vehicle_01_c169,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,215.8581,218.5186185,car,4000,857432,880074,863432,874074,48000,18189287,1,10361188,10488893,19.53125,False,0.0,4.95,10.29,5.34,19.5,0.368,7,19,True,False,5.0,13.643,6.575
99-45_vehicle_01_c170,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,219.2104,222.3498119,car,4000,870841,895399,876841,889399,48000,18189287,1,10522099,10672790,15.625,False,0.0,3.87,8.92,5.05,15.6,0.579,11,19,True,False,6.0,12.711,6.476
99-45_vehicle_01_c171,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,227.3516,231.0231156,car,4000,903406,930092,909406,924092,48000,18189287,1,10912876,11089109,23.4375,False,0.0,3.76,10.02,6.26,23.4,0.526,10,19,True,False,6.0,13.45,7.259
99-45_vehicle_01_c172,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,236.2377,238.5257459,car,4000,938950,960102,944950,954102,48000,18189287,1,11339409,11449235,31.25,True,13.671875,3.62,6.62,3.0,31.2,0.158,3,19,False,False,,,
99-45_vehicle_01_c173,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,239.0046,240.866963,car,4000,950018,969467,956018,963467,48000,18189287,1,11472220,11561614,25.390625,True,13.671875,2.25,6.42,4.17,25.4,0.421,8,19,True,False,3.0,-2.518,15.834
99-45_vehicle_01_c174,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,241.0798,243.2082148,car,4000,958319,978832,964319,972832,48000,18189287,1,11571830,11673994,23.4375,False,0.0,1.91,4.75,2.84,23.4,0.684,13,19,True,False,6.0,12.198,4.912
99-45_vehicle_01_c175,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,243.2082,246.507243,car,4000,966832,992028,972832,986028,48000,18189287,1,11673993,11832347,11.71875,True,17.578125,1.34,7.67,6.33,11.7,0.421,8,19,True,False,1.0,-3.225,15.685
99-45_vehicle_01_c176,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,249.3806,250.2851763,car,4000,991522,1007140,997522,1001140,48000,18189287,1,11970268,12013688,21.484375,True,13.671875,0.95,6.51,5.57,21.5,0.474,9,19,True,False,3.0,-2.848,15.663
99-45_vehicle_01_c177,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,250.7641,254.3291948,car,4000,997056,1023316,1003056,1017316,48000,18189287,1,12036676,12207801,21.484375,False,0.0,2.48,11.0,8.52,21.5,0.684,13,19,True,False,6.0,12.681,7.726
99-45_vehicle_01_c178,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,256.974,258.7831526,car,4000,1021896,1041132,1027896,1035132,48000,18189287,1,12334752,12421591,21.484375,True,29.296875,1.81,10.22,8.41,21.5,0.632,12,19,True,False,1.0,-3.325,15.539
99-45_vehicle_01_c179,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,258.7832,262.1354533,car,4000,1029132,1054541,1035132,1048541,48000,18189287,1,12421593,12582501,23.4375,False,0.0,3.79,9.97,6.18,23.4,0.789,15,19,True,False,6.0,12.427,7.764
99-45_vehicle_01_c180,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,261.4437,264.1042185,car,4000,1039774,1062416,1045774,1056416,48000,18189287,1,12549297,12677002,29.296875,False,0.0,1.74,12.44,10.7,29.3,0.632,12,19,True,False,4.0,13.286,7.872
99-45_vehicle_01_c181,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,264.7428,268.6803674,car,4000,1052971,1080721,1058971,1074721,48000,18189287,1,12707654,12896657,29.296875,True,13.671875,5.78,14.61,8.83,29.3,0.421,8,19,True,False,3.0,-1.228,15.561
99-45_vehicle_01_c182,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,270.623,273.070677,car,4000,1076492,1098282,1082492,1092282,48000,18189287,1,12989904,13107392,23.4375,True,29.296875,3.98,3.98,0.0,23.4,0.737,14,19,True,True,1.0,-3.561,14.895
99-45_vehicle_01_c183,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,273.6559,276.7421015,car,4000,1088623,1112968,1094623,1106968,48000,18189287,1,13135483,13283620,11.71875,True,27.34375,0.62,7.67,7.06,11.7,0.526,10,19,True,False,1.0,-3.289,15.707
99-45_vehicle_01_c184,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,278.232,281.4246222,car,4000,1106928,1131698,1112928,1125698,48000,18189287,1,13355136,13508381,31.25,True,13.671875,1.44,8.07,6.63,31.2,0.211,4,19,True,False,3.0,-1.918,15.634
99-45_vehicle_01_c185,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,280.7861,281.9567281,car,4000,1117144,1133826,1123144,1127826,48000,18189287,1,13477732,13533922,29.296875,True,17.578125,3.89,9.33,5.44,29.3,0.316,6,19,True,False,3.0,-2.388,15.896
99-45_vehicle_01_c186,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,316.511,320.0760948,car,4000,1260044,1286304,1266044,1280304,48000,18189287,1,15192528,15363652,21.484375,False,0.0,-2.85,13.66,16.51,21.5,0.474,9,19,True,False,4.0,15.377,9.177
99-45_vehicle_01_c187,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,317.3623,321.3530778,car,4000,1263449,1291412,1269449,1285412,48000,18189287,1,15233390,15424947,21.484375,False,0.0,-2.46,-2.46,0.0,21.5,0.842,16,19,True,True,0.0,11.988,4.465
99-45_vehicle_01_c188,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,329.6007,332.3144289,car,4000,1312402,1335257,1318402,1329257,48000,18189287,1,15820833,15951092,19.53125,False,0.0,9.11,9.26,0.15,19.5,0.737,14,19,True,False,0.0,11.025,5.07
99-45_vehicle_01_c189,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,336.1456,339.4978533,car,4000,1338582,1363991,1344582,1357991,48000,18189287,1,16134988,16295896,27.34375,False,0.0,4.76,9.85,5.09,27.3,0.421,8,19,True,False,5.0,14.212,7.072
99-45_vehicle_01_c190,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_01.wav,350.9323,352.9542941,car,4000,1397729,1417817,1403729,1411817,48000,18189287,1,16844750,16941806,17.578125,False,0.0,8.85,9.44,0.58,17.6,0.842,16,19,True,False,0.0,10.833,4.907
99-45_vehicle_02_c191,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,17.0062,20.03919111,car,4000,62024,86156,68024,80156,48000,7150207,1,816297,961881,17.578125,True,27.34375,2.02,4.0,1.98,17.6,0.526,10,19,True,False,1.0,-3.396,15.568
99-45_vehicle_02_c192,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,19.6667,23.60426741,car,4000,72666,100417,78666,94417,48000,7150207,1,944001,1133004,31.25,True,17.578125,1.72,8.92,7.2,31.2,0.263,5,19,True,False,3.0,-1.83,15.626
99-45_vehicle_02_c193,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,20.3584,23.12533926,car,4000,75433,98501,81433,92501,48000,7150207,1,977203,1110016,31.25,True,17.578125,1.48,5.54,4.05,31.2,0.211,4,19,True,False,3.0,-2.031,15.764
99-45_vehicle_02_c194,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,22.6997,26.21158444,car,4000,84798,110846,90798,104846,48000,7150207,1,1089585,1258156,25.390625,True,15.625,-0.2,4.97,5.18,25.4,0.368,7,19,True,False,3.0,-2.642,15.62
99-45_vehicle_02_c195,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,77.6022,79.51777333,car,4000,304408,324071,310408,318071,48000,7150207,1,3724905,3816853,23.4375,False,0.0,4.95,8.98,4.03,23.4,0.474,9,19,True,False,5.0,13.776,6.38
99-45_vehicle_02_c196,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,78.8261,82.81687778,car,4000,309304,337267,315304,331267,48000,7150207,1,3783652,3975210,21.484375,False,0.0,1.65,1.7,0.05,21.5,0.316,6,19,True,False,5.0,13.799,5.68
99-45_vehicle_02_c197,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,81.1141,84.62598444,car,4000,318456,344503,324456,338503,48000,7150207,1,3893476,4062047,23.4375,False,0.0,5.01,9.67,4.67,23.4,0.263,5,19,True,False,5.0,14.479,7.418
99-45_vehicle_02_c198,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,96.0662,98.35424593,car,4000,378264,399416,384264,393416,48000,7150207,1,4611177,4721003,29.296875,False,0.0,1.32,3.95,2.63,29.3,0.474,9,19,True,False,5.0,14.425,6.322
99-45_vehicle_02_c199,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,103.2496,104.7927007,car,4000,406998,425170,412998,419170,48000,7150207,1,4955980,5030049,29.296875,False,0.0,1.44,5.08,3.64,29.3,0.263,5,19,True,False,5.0,14.454,6.636
99-45_vehicle_02_c200,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,106.868,110.0074118,car,4000,421472,446029,427472,440029,48000,7150207,1,5129664,5280355,19.53125,True,29.296875,2.24,5.64,3.4,19.5,0.158,3,19,False,False,,,
99-45_vehicle_02_c201,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,110.4863,113.6257119,car,4000,435945,460502,441945,454502,48000,7150207,1,5303342,5454034,31.25,False,0.0,2.61,7.67,5.06,31.2,0.368,7,19,True,False,5.0,14.406,6.935
99-45_vehicle_02_c202,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,113.5192,115.5411941,car,4000,448076,468164,454076,462164,48000,7150207,1,5448921,5545977,21.484375,True,31.25,4.61,8.64,4.02,21.5,0.316,6,19,True,False,3.0,-3.001,15.907
99-45_vehicle_02_c203,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,114.7963,116.3394007,car,4000,453185,471357,459185,465357,48000,7150207,1,5510222,5584291,33.203125,False,0.0,0.92,7.03,6.11,33.2,0.368,7,19,True,False,5.0,14.473,6.871
99-45_vehicle_02_c204,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,116.233,119.7059757,car,4000,458932,484823,464932,478823,48000,7150207,1,5579184,5745886,21.484375,False,0.0,3.76,7.26,3.5,21.5,0.421,8,19,True,False,5.0,13.759,6.057
99-45_vehicle_02_c205,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\99-45_vehicle_02.wav,119.4399,122.7921533,car,4000,471759,497168,477759,491168,48000,7150207,1,5733115,5894023,17.578125,True,29.296875,7.36,7.36,0.0,17.6,0.947,18,19,True,True,1.0,-3.65,14.814
