call_id,audio_path,start_time,end_time,noise_type,sr,seg_start_sample,seg_end_sample,core_start_sample,core_end_sample,source_sr,source_len,n_channels,source_core_start,source_core_end,detected_f0,multi_elephant,f0_b,snr_before_db,snr_after_db,snr_improvement_db,f0_hz,harmonic_completeness,harmonics_present,harmonics_possible,valid,reverted,cluster,umap_x,umap_y
04-040920-02_vehicle_1_c000,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-02_vehicle_1.wav,30.6492,33.41613926,car,4000,116596,139664,122596,133664,48000,2761417,1,1471161,1603974,21.484375,False,0.0,2.41,2.41,0.0,21.5,0.579,11,19,True,True,5.0,12.577,4.863
04-040920-02_vehicle_1_c001,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-02_vehicle_1.wav,32.0326,36.39585037,car,4000,122130,151583,128130,145583,48000,2761417,1,1537564,1747000,25.390625,False,0.0,6.74,11.48,4.73,25.4,0.316,6,19,True,False,4.0,14.728,7.791
04-040920-02_vehicle_1_c002,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-02_vehicle_1.wav,33.3097,40.75915185,car,4000,127238,169036,133238,163036,48000,2761417,1,1598865,1956439,19.53125,False,0.0,-0.02,7.34,7.37,19.5,0.737,14,19,True,False,2.0,13.302,4.262
04-040920-02_vehicle_2_c003,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-02_vehicle_2.wav,25.7693,30.23897111,car,4000,97077,126955,103077,120955,48000,2470742,1,1236926,1451470,31.25,True,15.625,4.29,8.4,4.11,31.2,0.316,6,19,True,False,3.0,-2.119,15.387
04-040920-03_vehicle_noise_1_c004,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-03_vehicle_noise_1.wav,19.0842,24.51165778,car,4000,70336,104046,76336,98046,48000,8111006,1,916041,1176559,25.390625,False,0.0,5.28,13.8,8.52,25.4,0.684,13,19,True,False,6.0,13.294,7.546
04-040920-03_vehicle_noise_1_c005,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-03_vehicle_noise_1.wav,24.2989,26.00163185,car,4000,91195,110006,97195,104006,48000,8111006,1,1166347,1248078,25.390625,False,0.0,5.65,9.67,4.03,25.4,0.737,14,19,True,False,6.0,12.462,7.509
04-040920-03_vehicle_noise_1_c006,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-03_vehicle_noise_1.wav,25.6218,27.75021481,car,4000,96487,117000,102487,111000,48000,8111006,1,1229846,1332010,19.53125,False,0.0,2.88,3.77,0.88,19.5,0.789,15,19,True,False,0.0,11.819,4.704
04-040920-03_vehicle_noise_1_c007,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-03_vehicle_noise_1.wav,26.8988,31.31526074,car,4000,101595,131261,107595,125261,48000,8111006,1,1291142,1503132,23.4375,False,0.0,3.84,6.66,2.83,23.4,0.737,14,19,True,False,2.0,13.188,4.703
04-040920-03_vehicle_noise_1_c008,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-040920-03_vehicle_noise_1.wav,125.0646,128.6829052,car,4000,494258,520731,500258,514731,48000,8111006,1,6003100,6176779,27.34375,False,0.0,9.2,9.93,0.73,27.3,0.632,12,19,True,False,2.0,15.173,4.945
04-061218-25_vehicle_noise_1_c009,..\recordings\2026)-20260411T194946Z-3-001\Audio Files (04-10-2026)\04-061218-25_vehicle_noise_1.wav,13.5536,15.46917333,car,4000,48214,67876,54214,61876,48000,7338888,1,650572,742520,33.203125,False,0.0,2.8,11.62,8.81,33.2,0.368,7,19,True,False,4.0,14.83,8.628
